tweet_id,date,epochtime,content,hashtags,like_count,retweet_count,reply_count,user,is_reply,real_or_fake,news_or_claim
1295534320568774658,08-18-2020,1597728826000.0,Why should it even be a question  “Should children or anyone wear a mask?”  Just do it!  #WearAMask it won’t kill you  it might even save you!,WearAMask,2,0,1,2260954471,False,real,claim
1293347601501184001,08-12-2020,1597207472000.0,“WhAt iF My ChILd wOn’T WeAr a MaSk?”  Children should be wearing a mask when they play outdoor with neighborhood kids. They’ll get used to it. (This means your child is not wearing a mask out or not playing with neighbors. Either way is bad.),,6,1,0,939532527034810368,False,real,claim
1293331007333175298,08-11-2020,1597203515000.0,Why would anyone want to send children back to school sit in classes with mask on all day? If you have to wear mask all day then something tell me they should not go. The concept of school is wrong. Doctors don't even wear a mask all day. The president don't wear one at all.,,0,0,0,1192110661079359493,False,real,claim
1292816631652069377,08-10-2020,1597080879000.0,Why are parents allowing their children not to wear a mask to school?   It should be mandatory.  No mask  No school  Caught without a mask  you go home PERIOD!  Why subject my children to your ignorance?  Keep your children at home if you don't want them to wear a mask,,0,0,0,777901113974677505,False,real,claim
1292176685685772288,08-08-2020,1596928304000.0,Since children aren't required to wear masks  should we go ahead and assume anyone not wearing a face mask in a public place is child  and should thus be treated as such? Ask them where their parents are and what not?,,10,3,1,1225304358671257602,False,real,claim
1292119263059283968,08-08-2020,1596914613000.0,For those of you saying that schools should open; #payattention to adults who to this moment don’t even know or choose not to wear a mask correctly!! Are “WE” really putting the spread of the pandemic of COVID-19 on the shoulders of children because of a President who is inept?,payattention,0,1,0,1494617078,False,real,claim
1291810681537339392,08-07-2020,1596841041000.0,Hi  question... if I’m in the middle of the store and I see a woman and her children walking around and she doesn’t have her mask on properly and her children done even HAVE them 😤 can/should I say something? (In my state you legally have to wear a mask when in a building),,4,0,0,931731519151984641,False,real,claim
1291765993539276800,08-07-2020,1596830387000.0,does your toddler wear a mask? mine will be 2 next month and it’s not mandated for children under 5  and the only place she’s really going besides daycare is the grocery store...but i’m wondering if i should introduce the idea to her,,5,0,3,620672024,False,real,claim
1291681852579872768,08-07-2020,1596810326000.0,Here's a thought while adults are being stupid about masks  kids know that everyone should be wearing masks. What about the child forced to be in school all days with kids who are not wearing masks. Do you think that worried child  or children  is learning anything?! #WearAMask,WearAMask,0,0,0,357693420,False,real,claim
1291555312202391554,08-07-2020,1596780157000.0,Is it just me....or are conservatives taking about #SaveTheChildren just to go against liberals and Democrats? It doesn’t feel genuine. Every post goes a long the lines of “We should be focused on the children  but yeah  wear a mask 🙄” Like?? That’s not genuine concern??,SaveTheChildren,0,0,1,1535521470,False,real,claim
1291406777045733378,08-06-2020,1596744743000.0,AITA for not believing that we should be teaching children to go around and publically shame those who don't wear a mask out in public?,,0,0,0,53263861,False,real,claim
1290694486364786689,08-04-2020,1596574920000.0,GoC update on #COVID19  Reporter: children in the classroom regardless of age  should they wear masks?  Dr Tam - in elementary schools ... adapt to the children's ability. When any child wants to wear a mask  let them. Don't stigmatize them for wearing a mask [when optional].,COVID19,2,0,2,749515428,False,real,claim
1290264687989252097,08-03-2020,1596472448000.0,How do we balance needs of children and needs of adults in returning to schools? Fauci “at minimum  teachers should wear a mask and something to protect their eyes  which are also susceptible areas for virus transmission...could be goggles or face shields” @ETFOeducators,,4,0,1,1691422441,False,real,claim
1288957347545731079,07-30-2020,1596160753000.0,We can't go to any indoor area without a mask and physical distancing in Ontario  but I should be in a room with 20 six year olds who are not required to wear masks or distance themselves!? There are several incidences of outbreaks among children in Canada.  #FireLecce,FireLecce,3,0,0,340353543,False,real,claim
1288634092918054913,07-30-2020,1596083684000.0,Dr. Fauci on the world news saying that teachers should wear a face mask   gloves and goggles. Can you imagine how scary this would be for preschoolers and Kindergarten children? School should be remotely until there is a vaccination that works for Covid19  #CongressmanCOVID,CongressmanCOVID,0,0,0,27131508,False,real,claim
1288579177063604224,07-29-2020,1596070591000.0,maybe instead of putting children in cages we should be putting the people that refuse to wear a mask in them since "the coronavirus is a hoax" right?,,0,0,0,3309809572,False,real,claim
1288283175878373377,07-29-2020,1596000018000.0,Left: “Wear a mask! Listen to the science!” Also left: *takes down video on all media platforms of doctors discussing how children should go back to school because they aren’t the problem*                                     I️ thought we were listening to science???,,3,0,0,3405894275,False,real,claim
1287746127660376065,07-27-2020,1595871976000.0,IDK at this point anyone who objects to wearing a mask should be treated like toddlers. Spoken to like the small tantruming children they are.  "Aww ish shomeone cwanky that they have to wear a mask?",,0,0,1,11273092,False,real,claim
1286911611622559744,07-25-2020,1595673012000.0,Secondly  it's not compulsory for my children to wear a mask  why should they be more at risk than me?,,0,0,0,1256599189754122240,False,real,claim
1286753722056544257,07-24-2020,1595635368000.0,Children should not have to wear masks. Can you imagine a little kid vomiting in their mask and swallowing it back and choking on it   who gets Sued then?,,0,0,0,785503601162612736,False,real,claim
1286413096777637890,07-23-2020,1595554157000.0,If people don`t want to wear a mask  why should they seatbelts? WHY look both ways when crossing a road?  Teach your children it is OK to touch the hot stove. Stare at the sun. What kind of role model are we setting for the kids????????? I`m old and very ashamed of things.,,0,0,0,979239318,False,real,claim
1286316624191135745,07-23-2020,1595531156000.0,I’d like to ask a question about the safety of Teachers &amp; children in the classroom. 🍎  If children are not likely to carry and transmit covid  why wear the mask in the classroom? I understand the adults should  but what information are you hearing about that?,,0,0,1,347380064,False,real,claim
1285601602452299776,07-21-2020,1595360682000.0,I am confused as to why kids under 13 don’t have to wear masks on public transport - a literal toddler was sitting right across from me and picked their nose then just rubbed it on the window??? If anyone should wear a mask it should be children 🤢,,59,5,6,3372304833,False,real,claim
1285579308052779014,07-21-2020,1595355366000.0,New study says 41% of parents say school children should be required to wear a mask while they’re on the bus or in the school. Thoughts? #yql,yql,1,1,1,23456705,False,real,claim
1285182080343842817,07-20-2020,1595260660000.0,I don’t understand the people (mostly APs) that are trying to find any type of way around wearing a mask to go to the parks. Or asking if their children HAVE to wear them. If you’re bringing them in public  you should want them to wear them??? For their safety???,,0,0,0,74047103,False,real,claim
1284904510251507714,07-19-2020,1595194482000.0,I just saw an entire family walk into Justice saying things like “I’m not wearing a mask” and “why should we have to wear a mask? that’s stupid.” Most were young girls with a mom who agreed with them.  Stop teaching your children to be stupid.,,3,0,0,19332401,False,real,claim
1284657072915677184,07-19-2020,1595135488000.0,Is it cynical to think that people should wear a mask in public and children and teachers shouldn’t have to risk their lives to go back to school?,,6,0,0,1155483471965409280,False,real,claim
1284551729493823498,07-18-2020,1595110372000.0,My sister isn’t sure if she should send her kid to pre k this fall. The classes are really small (4 children) but no one will wear a mask. What do y’all think?,,4,0,1,1044472371791507456,False,real,claim
1284258818021642241,07-17-2020,1595040537000.0,Should kids wear masks? The Centers for Disease Control and Prevention recommends all children 2 years old and older wear a mask or cloth covering. @GovWhitmer All students in school need to be wearing masks when around others.,,0,0,0,24592489,False,real,claim
1283997783960117248,07-17-2020,1594978301000.0,children over the age of two going to a public place should be wearing a mask!!!  make masks a diy project or purchase ones with cool designs to get them on board!  also  if you’re a parent refusing to wear a mask  your child will mirror that behavior! like grow up and wear one?!,,2,0,0,847703827662880768,False,real,claim
1283743289565478914,07-16-2020,1594917625000.0,Please help me out Twitter friends!   1. Do you believe masks are unnecessary?  If so  why?  2. If I wear a mask to protect you  does that offend you?  3. Should children be required to wear masks in school?  4. Are masks here to stay forever?  #retweet #covid19,retweet|covid19,0,2,6,2350217022,False,real,claim
1283449237515239425,07-15-2020,1594847518000.0,More than 7 000 kids have tested positive for #coronavirus in Florida; 12 have MIS-C ~ multi-system inflammatory  Does this sound like "kids don't get it  kids don't spread it"....does this sound like schools should reopen???  Wear a mask  save your children.  Walmart,coronavirus,2,1,0,1251495142357426176,False,real,claim
1283224234635022341,07-15-2020,1594793873000.0,Has anyone told the ReOpenNC people that their children have to wear a mask o go back to school? That should solve most of these issues.,,0,0,0,1033820555399626753,False,real,claim
1283028776956329985,07-14-2020,1594747272000.0,I don't understand how anyone can think we should open the schools.  The most prominent kindergartner in the world can't consistently wear a mask  and he's the president!  How can we expect actual children to do the same?,,8,2,0,3319063732,False,real,claim
1282684417958391808,07-13-2020,1594665171000.0,We should wear masks everywhere but we're sending children back to school?  6' distancing  but wear a mask?  Nobody has a clue and we're dancing to whoever plays a tune.,,0,0,0,4276986375,False,real,claim
1282664471014420482,07-13-2020,1594660415000.0,What are we teaching children when they wear a mask?  They are learning to sneezing in their masks.  We should teach them to sneeze in a tissue.  Gross.,,6,2,1,1174047588640645121,False,real,claim
1281895001371410434,07-11-2020,1594476959000.0,I'm confused. Should I wear a face covering or should I wear a mask? I suppose if I wear a face covering I won't frighten the children!,,1,0,1,1692143143,False,real,claim
1281431797260341249,07-10-2020,1594366522000.0,So Cohen  Manafort and Stone can’t serve their term in prison because of Covid19  but children and staff should return to school   where’s First Lady “Be Best” and her protection of children?.#DerangedDonald #StayHome #WearAMask,DerangedDonald|StayHome|WearAMask,0,0,0,347842863,False,real,claim
1281008871516131329,07-08-2020,1594265689000.0,Should anyone listen to idiots? Hell no. There is a disease that is attacking us and we are defenseless. You know why  because morons convinced part of the country not to wear a mask? Now they want us to toss our children up in it. Fk no! You do it!,,0,0,0,797434359267598336,False,real,claim
1281000710268686336,07-08-2020,1594263743000.0,.@NYCMayor my uncle drives a private school bus for Jewish children. None of them wear masks  not the children nor their parents. My uncle is in his 60s. Why should he have to get sick &amp; risk death because you are not enforcing mask wearing among the Jews!?! @NYGovCuomo,,0,0,0,808545100355796992,False,real,claim
1280861762385035264,07-08-2020,1594230616000.0,DofEd: "if families choose to have their children wear masks  care should be taken that children are not stigmatized." Consider the stigma if the child were even thought to be the impetus of a cluster? #rethinkstigma #wearamask #protectothers #pandemic  @EDU_GovNL   @GovNL,rethinkstigma|wearamask|protectothers|pandemic,3,0,1,3231322185,False,real,claim
1280617357736624129,07-07-2020,1594172345000.0,Hey #parents do you have the #freedom to NOT send your #children back to #school in the Fall? Seems to me if ppl have the freedom to NOT wear a #mask  no one should be telling parents their kids must return to in class room school,parents|freedom|children|school|mask,1,0,0,17010163,False,real,claim
1299161972231950338,08-28-2020,1598593726000.0,What is situation with potential #COVID19 exposure on flights within Canada? I know people who have read about such potential exposure  on flights  and in rows identified by the BC Ministry of Health; had they not read about this in the paper they wouldn't know. Contact tracing?,COVID19,2,0,1,15632680,False,real,claim
1298790245505421312,08-27-2020,1598505099000.0,From everything that has been discussed about the Pandemic  contact tracing through testing of people that were exposed to the virus is very important in controlling the spread. What is the justification CDC is using in stopping the testing of those exposed  to virus? Explain?,,0,0,0,232179414,False,real,claim
1298448557255659522,08-26-2020,1598423634000.0,Mr Campbell  be quiet! Closing the borders worked  they ramped up testing  contact tracing worked! What is this man saying??? #jamaicadebates2020,jamaicadebates2020,8,3,0,1592171442,False,real,claim
1297927619850186752,08-24-2020,1598299433000.0,Questions for @GovRaimondo: 🤔Are we still paying @BCG &amp; what is their role? Have you posted those monies ☝️ spent on transparency portal? Why haven't kids been paid for SAIL program? When and why did contact tracing &amp; COVID checks STOP at @tfgreenairport? @joshmblock ?,,16,2,3,351984175,False,real,claim
1297530526388060165,08-23-2020,1598204759000.0,what is everyone’s problem w contact tracing/tracking??? you really insist on “not being controlled” that you would rather not know if there was a possible covid exposure????,,3,0,1,739426940,False,real,claim
1296412963994247169,08-20-2020,1597938311000.0,Dr Strang said contact tracing in schools would use the NSHA definition of "close contact".  What is that definition? @ChenderMLA @TimothyHalman @withwozney,,7,2,1,323180451,False,real,claim
1295757162996801537,08-18-2020,1597781956000.0,There is an active debate as to how effective contact tracing can be. How many people would you need to employ to make contact tracing effective? What is going to be the right way to go about it? - @NathanRowe2  @EvidentID  #KNOWIdentity,KNOWIdentity,0,0,0,775781157539614721,False,real,claim
1295298892280614912,08-17-2020,1597672696000.0,What is going on? @HSELive @DonnellyStephen @ronan_glynn  Patient with young children had positive covid test reported on Friday. She was symptomatic for over a week before testing. Today  still no contact tracing  no testing of family + their close contacts potentially infected,,486,151,34,316762660,False,real,claim
1294767688858779653,08-15-2020,1597546047000.0,To the white lady on my contact tracing team who  unprompted  decided to communicate in our team groupchat exclusively by typing out everything in Hawaiian: what is endgoal?,,7,0,0,2423333226,False,real,claim
1294717980966887425,08-15-2020,1597534196000.0,And the people who refuse to cooperate with the government contact tracing process  Yuh see all yuh so .... Need to get your act together!!! Like what is the issue??,,2,1,0,2224069960,False,real,claim
1294704713498267649,08-15-2020,1597531032000.0,Guys  what is this strengthening of contact tracing through technology? This government is upto no good #cyrilramaphosa,cyrilramaphosa,0,0,1,298713409,False,real,claim
1294356461456326657,08-14-2020,1597448003000.0,FLORIDA HAS NOW HIRED A CONTACT TRACING SERVICE.  THEY SAID IT WILL COST TAXPAYERS 10 TIMES WHAT WAS EXPECTED.  50 MILLION DOLLARS FOR THIS SHIT.   MAXIMUS INC. IS THE  COMPANY.  I AM NOT HAPPY ABOUT THIS AS A FLORIDIAN.  TAXPAYERS GETTING SCREWED.   WHAT IS GOING ON DE SANTIS?,,1,1,0,1265692133786292226,False,real,claim
1294348432090394624,08-14-2020,1597446088000.0,US is a complete sh*t show....  taking out mail sorting machines? no testing strategy? no contact tracing? no unemployment? WTF? What is wrong with Senate and Congress - get the f*ck back to DC  there should be no recess. I can't even.,,1,0,0,4298971,False,real,claim
1294024101858652160,08-13-2020,1597368762000.0,#covidNZ #nzpol  What is the progress @nzlabour on the COVID CARD contact tracing tool looked at 4 months ago? Newsroom reported the card option was presented to Justice Minister Andrew Little and Communications Minister Kris Faafoi on April 12. Are you plonkers doing anything?,covidNZ|nzpol,2,1,0,1051631965458259968,False,real,claim
1293999208245190656,08-13-2020,1597362827000.0,Tell me @TTuberville  what is your plan to help the citizens of #Alabama? Our Governor is not leading regular updates on #COVID19. @SenShelby is no where to be found. We the citizens are at great risk. No contact tracing is being used. You worry about a border wall? Seriously?,Alabama|COVID19,0,0,0,2536267451,False,real,claim
1293209001719627776,08-11-2020,1597174427000.0,What is the usual timeline from Covid testing to lab results to start of contact tracing?  How long does it gnerally take to track one person's contacts?  @CBCMaritimeNoon,,0,0,0,930790032,False,real,claim
1292934128300695553,08-10-2020,1597108892000.0,Why have we heard so little about Contact Tracing recently? What is happening there and how is it coordinated on the local state and federal levels? Yes  people are wearing masks. But that’s just one part of proven strategies to reduce infection of #COVID19,COVID19,0,0,0,14223726,False,real,claim
1292834968994021381,08-10-2020,1597085250000.0,Some SLPs travel from school to school. How effective will contact tracing be &amp; what is the policy should one of the students the SLP works with contract covid?Potential infection extends across classrooms and schools. @MikeWReilly @NYGovCuomo @NYCMayor @DOEChancellor @NYCMayor,,0,0,0,19216667,False,real,claim
1292783181842849792,08-10-2020,1597072903000.0,Curious if anyone has looked into private contractors providing contact tracing services in Florida? What is their profit margin? Contact rate? We should be recruiting from communities for these jobs  b/c unemployment... cc: @PatriciaMazzei @conarck @dchangmiami @MaryEllenKlas,,0,0,1,18391073,False,real,claim
1292647250032603141,08-10-2020,1597040495000.0,#AskWHO What is the insight gathered from contact tracing or the reason why and how people contract covid? This is lacking in most case reporting where in the focus is just providing numbers but actual case scenario of transmission is not highlighted maybe due to privacy concerns,AskWHO,0,0,0,395399248,False,real,claim
1292126285083353089,08-08-2020,1596916287000.0,The Gov't and health officials are doing what is necessary through contact tracing  ring fencing  etc. A walk outside shows WE (society) are not taking the virus seriously  Additionally people taking about rolling back but is that the only way we can comply also can we afford to?,,1,0,0,887425735,False,real,claim
1292012135061561345,08-08-2020,1596889072000.0,Genuine question. What is the evidence on the effectiveness of social 'bubbles' in educational settings (not bubbles between households) on the reduction of #SARSCoV2 transmission (not the feasibility of contact tracing which is a different matter)? Please share papers.,SARSCoV2,56,16,11,149522272,False,real,claim
1291761416924549120,08-07-2020,1596829296000.0,third question is about contct tracing. If student tests positive in class  what is the contact tracing for that positive? Do you test the class? If the student goes to a umber of classes how do you do that? who will do the contact tracing? -- Cuomo,,1,1,0,2241127644,False,real,claim
1291114454105505792,08-05-2020,1596675048000.0,Now that we are 5 months into this and the state is doing contact tracing…why is their no info on where people are contracting COVID? What % is at home? Office? Grocery stores? Social gatherings? No data on this being shared ?,,14,0,8,27644322,False,real,claim
1291104242346983425,08-05-2020,1596672613000.0,So it appears the US finally has a contact tracing app that uses the Apple/Google APIs thanks to @VDHgov - so what is stopping other states from just sharing this one app? @ASlavitt,,0,0,0,3614351,False,real,claim
1291025039219757056,08-05-2020,1596653730000.0,What is a BC teacher’s legal culpability when contact tracing identifies their “Learning Group” as the the origin of a COVID-19 outbreak? Teachers will not be able to guarantee that children always behave safely. @bcedchat @Rob_Fleming @bctf @Dave_Eby @mike_farnworth,,1,0,0,417390565,False,real,claim
1290749995503755270,08-04-2020,1596588154000.0,Agree with the decision not to move to phase 4 but what is closing bars/restaurants doing other than dessimating an already struggling industry and encouraging people to go to houseparties? Surely in a pub with bookings and contact tracing is better and safer,,6,0,1,507796569,False,real,claim
1290323305233297408,08-03-2020,1596486423000.0,Has anybody who "recovered" tested positive again? What is the proportion of the asymptomatic cases that have had to seek hospital care?  What is  so far  our "national' Rₒ for contact tracing? . @MOH_Kenya,,2,3,0,265920965,False,real,claim
1290139367483179008,08-03-2020,1596442569000.0,how many people in area XXXX were TESTED for SARS-CoV2? Of those tested positive  was thorough Contact Tracing performed? If not  why not? What % NOT TESTED? What is accuracy rate of particular test used? My point=virus already THERE. Just don’t know it,,1,0,0,1152469133121818624,False,real,claim
1289975416397025280,08-02-2020,1596403480000.0,what is the benefit of testing non symptomatic people if he/she have no travel history and have not been in contact of any positive patient or not involved in any contact tracing???  #COVID19,COVID19,0,0,0,119095055,False,real,claim
1289411255904526337,08-01-2020,1596268974000.0,What is this administration’s national testing plan?  What is this administration’s national contact-tracing plan?  What is administration’s national school reopening plan?,,26,8,9,21691269,False,real,claim
1289278994257285121,07-31-2020,1596237440000.0,The @NationalGuard has been instrumental in #COVID response – helping food banks  testing  contact tracing  and more.    What is the delay in extending Title 32  @realDonaldTrump &amp; @VP? 49 states have asked for this. Your delay hurts our #COVID19 response &amp; Nat'l Guard members.,COVID|COVID19,52,28,2,58928690,False,real,claim
1289064475103055873,07-31-2020,1596186295000.0,Bw Gov ke batho le knee jerk reactions. After this lockdown then what???????? During the lockdown what is going to happen besides contact tracing?????,,2,4,1,202099680,False,real,claim
1288676070829379585,07-30-2020,1596093692000.0,1/2 @DanielAndrewsMP - re "data" if data so NB (which it is): we NEED transparency- * explain the inconsistencies (some large) * what is the ICU death/ recovery rate (are we being successful) * if we contact tracing what do all the "under investigation" relate to?,,0,0,1,1948414496,False,real,claim
1288657575928459264,07-30-2020,1596089282000.0,Infected quarantine avoider not cooperating with contact tracing .......... What is wrong with their faces ? They look like they had way too much BOTOX ! When a nations health is at risk the gutless politicians SHOULD FORCE THEM TO COOPERATE ! Stuff the LWPC ideology !,,0,0,0,1111805977399947264,False,real,claim
1288521130333089792,07-29-2020,1596056751000.0,Mike Seaman "What is contact tracing?" #NDTownHall2020 #NDCovidTownHall #HereWeAreStillOnlineButSureReopeningIsSafe,NDTownHall2020|NDCovidTownHall|HereWeAreStillOnlineButSureReopeningIsSafe,0,0,0,389727120,False,real,claim
1288202566703120386,07-28-2020,1595980800000.0,#AskResponsible_Trunnell What is your opinion on existing Bluetooth-based contact tracing apps and do you think it is relevant to data commons? @dataeconomyai #ResponsibleData,AskResponsible_Trunnell|ResponsibleData,0,0,1,464675968,False,real,claim
1287851699827343361,07-27-2020,1595897147000.0,News ch 3 what is the cohort model how does that reconcile w/ specials? Comiss. says intended to support contact tracing... a risk rdctn strategy  ...reducing # of interactions...  New London Super says specialists might be w/ same group of ss each school day for one session,,1,0,0,1285333897002319873,False,real,claim
1287081677538447360,07-25-2020,1595713559000.0,What is going on with #COVID19 testing? I tested positive 2+ weeks ago &amp; again after that &amp; no one contacted me for contact tracing. Several friends had results take 10 days. That does not bode well for fall. We brought the curve down  we have to keep it there. @NYGovCuomo,COVID19,1,0,0,242887696,False,real,claim
1286805064632344576,07-24-2020,1595647609000.0,Are we getting any more information on contact tracing that can help us lower the COVID rates in the Latinx community?  What are we doing?  Do we need additional housing for health care and retail workers?  Surely we aren't collecting data just to observe what is happening.,,3,0,0,753405287659245569,False,real,claim
1286752864702889984,07-24-2020,1595635164000.0,Is there any update on how safe airline travel has been? Seems like there has been enough time to figure out what is/isn't working. Or is it just a case of not enough contact tracing to even begin to figure out if it's safe or not?,,3,0,0,407395698,False,real,claim
1286678580311752704,07-24-2020,1595617453000.0,Michael Sandel  joined by Chautauquans via Zoom  kicks off his lecture by discussing COVID-19 and contact tracing.  "What is the greater good?" The group begins a debate on balancing public health and privacy regarding the use of cell phone data to trace the disease.,,5,1,1,17593803,False,real,claim
1286523389239152640,07-24-2020,1595580453000.0,how many people in area XXXX were TESTED for SARS-CoV2? Of those tested positive  was thorough Contact Tracing performed? If not  why not? What % NOT TESTED? What is accuracy rate of particular test used? My point=virus already THERE. Just don’t know it,,1,0,1,1152469133121818624,False,real,claim
1286346356060237827,07-23-2020,1595538245000.0,Q3. What is the role and benefit of contact tracing in the fight against COVID-19? #PIHchat  Next question for noted biostatistician Dr. @nataliexdean.,PIHchat,3,0,0,23967554,False,real,claim
1286341419003764737,07-23-2020,1595537068000.0,Why did #BenedictDonald block testing and maybe more to the point contact tracing from the beginning? What is he afraid of? Is he afraid that we will find out who patient zero is or zeroes are? In at least 1 state nursing homes were hit early while gen pop not until now  how?,BenedictDonald,0,0,0,881937860475179008,False,real,claim
1286233481291403264,07-23-2020,1595511333000.0,[Time for Trivia Thursday] Q: What is a prolonged quarantine period in a pandemic without scientific approach  mass testing  and proper contact tracing? A: A fucking waste of time :D,,1,0,0,1956641180,False,real,claim
1285894551849144321,07-22-2020,1595430526000.0,My school was shut down last Friday due to a student testing positive. We are still closed due to contact tracing. Whatsmore it is 21:05 I’m still checking my emails to see if I am expected on site tomorrow. What is going on?! @DanielAndrewsMP @JamesMerlinoMP  @VictorianCHO,,5,0,2,877100488587489280,False,real,claim
1285229601434763266,07-20-2020,1595271990000.0,Contact Tracing Centre  Motherwell- 'Hello Jim  it's me. Who? It's me  yourself. What is it? I'm just contacting you/me to inform us we have Covid-19. Could you let Tracey know she has Covid too?',,3,0,0,1380283290,False,real,claim
1285104426940760064,07-20-2020,1595242146000.0,Question: Children  what is an example of opposite of good Presidential leadership?         Answer:       “Instead of expanding testing  the Trump administration wants to block $25 billion for states to conduct testing and contact tracing“ #COVID19 #firehimnow,COVID19|firehimnow,1,0,0,55314819,False,real,claim
1284870062449602560,07-19-2020,1595186269000.0,Just got the results from my COVID test (negative  yay!) 9 days after I took it. This is not giving me any faith in the frequent testing and contact tracing plans for reopening schools this Fall. What is the plan when it takes 9 days to know???,,42,1,4,776450766710136832,False,real,claim
1284698180911652870,07-19-2020,1595145289000.0,Hey Twitter  My sister got called by a contact tracer who said she’d been exposed to COVID last Tuesday.    She was told she doesn’t have to isolate  and she can’t get a test unless she has symptoms. Serious question- what is the point of contact tracing?,,0,0,0,966147446148444161,False,real,claim
1284087180428824576,07-17-2020,1594999615000.0,What is the status of contact tracing? On a scale of 1 to 10 how good is our system?,,24,0,43,89059001,False,real,claim
1283449268108394497,07-15-2020,1594847525000.0,#PresidentialImbizo lack of contact tracing and mass testing is one reason why we have high number of infections. What is government immediate plans to increase laboratory capacity? Waiting for 8 days for test results add to anxiety to citizens,PresidentialImbizo,0,0,0,3310791011,False,real,claim
1283415976374153217,07-15-2020,1594839588000.0,.@regionofpeel   What is the cause of higher cases in peel compared to ont?  Is it related to airport (taxi  baggage  ...)?  What can we do about it?  We should have a good idea through contact tracing by now. Let us know how we can help.  .@BonnieCrombie .@patrickbrownont,,1,0,1,17867420,False,real,claim
1283228044082114560,07-15-2020,1594794781000.0,States do contact tracing - what is Hunt talking about?,,3,0,1,17682476,False,real,claim
1283188389043245056,07-14-2020,1594785327000.0,What is the plan for NSW ? Just encourage people to do the right thing like Sweden ? No lockdowns  no mass testing and haphazard contact tracing . Make the  economy a priority and deaths of the elderly  vulnerable and health care workers just collateral damage ? It will cost them,,53,23,9,4216062853,False,real,claim
1283013338335793153,07-14-2020,1594743591000.0,Folks are waiting over a WEEK for #COVID__19 test results in #Maryland.  Questioning the lag/delay in the reported numbers. After a week  what is the point of contact tracing? @GovLarryHogan @MontgomeryCoMD,COVID__19|Maryland,1,0,0,55949710,False,real,claim
1282953762131316736,07-14-2020,1594729387000.0,What is @10DowningStreet &amp; the government doing about ensuring Bars/Restaurants who want my info for contact tracing implement the #GDPR principles?,GDPR,0,0,1,1266629905468608515,False,real,claim
1282689781571432450,07-13-2020,1594666449000.0,Does anyone know what is happening with contact tracing? In Toronto?  Just heard @TOPublicHealth has laid off over 100 employees. The "app" The province designed isn't operational. And @fordnation is planning to move to stage 3. #COVID19Ontario,COVID19Ontario,115,69,19,848180033688612864,False,real,claim
1282254137493581826,07-12-2020,1594562584000.0,I am curious that what is the source   is contact tracing done? In case of Mr Bachan and Mr Anupam 's Family.,,0,0,0,1194191263110533126,False,real,claim
