news_id,date,real_or_fake,tweet_id
374,,fake,1251952034779222016
374,,fake,1251950302649032707
374,,fake,1251949924113096704
374,,fake,1251948789214183424
374,,fake,1251935772653035527
374,,fake,1251933412467904514
374,,fake,1251925794802135040
374,,fake,1251924613178757120
374,,fake,1251923057507106816
374,,fake,1251920433181536257
374,,fake,1251919114580434946
374,,fake,1251915156726124544
374,,fake,1251907328187785220
374,,fake,1251901190520135680
374,,fake,1251900465597612033
374,,fake,1251900439932686343
374,,fake,1251894592833650696
374,,fake,1251884103584145415
374,,fake,1251882943225778176
374,,fake,1251869589065150465
374,,fake,1251854191422734345
374,,fake,1251766627479281665
374,,fake,1251766501159428099
374,,fake,1251674198856077314
374,,fake,1251669646790574080
374,,fake,1251661790322151424
374,,fake,1251614436202180608
374,,fake,1251586292883714049
374,,fake,1251574458059493379
374,,fake,1251569664745975808
374,,fake,1251558010125721600
374,,fake,1251557270569312257
374,,fake,1251551910408212480
374,,fake,1251546479979892737
374,,fake,1251536421783027713
374,,fake,1251521062594019330
374,,fake,1251495923647221761
374,,fake,1251483368690257920
374,,fake,1251481504003342337
374,,fake,1251464226599772166
374,,fake,1251414441289277440
374,,fake,1251354500134207489
374,,fake,1251324207100760065
374,,fake,1251317565034500097
374,,fake,1251315634052501516
374,,fake,1251310072384258048
374,,fake,1251292972844568576
374,,fake,1251284918941949952
374,,fake,1251221504353804295
374,,fake,1251204889356754944
374,,fake,1251199628084641793
374,,fake,1251198960510869508
374,,fake,1251197346576240643
374,,fake,1251185900467425280
374,,fake,1251179503826554881
374,,fake,1251159694137163777
374,,fake,1251159564021461003
374,,fake,1251156147865743360
374,,fake,1251155923201978369
374,,fake,1251155796240379908
374,,fake,1251155233989750795
374,,fake,1251020487158755335
374,,fake,1250995748843466752
374,,fake,1250991819736977408
374,,fake,1250988763158896641
374,,fake,1250981927080718336
374,,fake,1250951818919600128
374,,fake,1250950155815096320
374,,fake,1250949903766794241
374,,fake,1250942357509300224
374,,fake,1250925020207071233
374,,fake,1250905749305225216
374,,fake,1250904091183677442
374,,fake,1250902763585896448
374,,fake,1250878154207461377
374,,fake,1250870505441243137
374,,fake,1250854715488980992
374,,fake,1250848573283086338
374,,fake,1250845498430365697
374,,fake,1250838021798322176
374,,fake,1250819030128054272
374,,fake,1250813235256680448
374,,fake,1250795600712478721
374,,fake,1250794974217515021
374,,fake,1250785494784512002
374,,fake,1250782551226138625
374,,fake,1250781661983387650
374,,fake,1250769561349230592
374,,fake,1250760854145990656
374,,fake,1250760853881712642
374,,fake,1250746407360827393
374,,fake,1250739800107352064
374,,fake,1250731144561266690
374,,fake,1250692928802095106
374,,fake,1250675181682479104
374,,fake,1250640330401165312
374,,fake,1250635901094572034
374,,fake,1250604712946253824
374,,fake,1250598506722545664
374,,fake,1250597427255676934
374,,fake,1250595711558668288
374,,fake,1250595706282422272
374,,fake,1250562011735490561
374,,fake,1250558580668989441
374,,fake,1250556704267186176
374,,fake,1250554640434937856
374,,fake,1250553164056670209
374,,fake,1250550943084666881
374,,fake,1250519383027281921
374,,fake,1250510025195388928
206,,fake,1247173790431416323
206,,fake,1244737329543118849
206,,fake,1244707238792527875
206,,fake,1244465069452296197
206,,fake,1244460010811183106
206,,fake,1244412099784130560
206,,fake,1244363656701321216
206,,fake,1244339450487943168
206,,fake,1244339098690686976
206,,fake,1244315914557849604
206,,fake,1244311307009945600
206,,fake,1244264527400599552
206,,fake,1244262501782519808
206,,fake,1244241539267772417
206,,fake,1244238307963224064
206,,fake,1244226402725003264
206,,fake,1244223404556812289
206,,fake,1244200667067097088
206,,fake,1244178013937225728
206,,fake,1244177516174049287
206,,fake,1244173403881459712
206,,fake,1244171559574441986
206,,fake,1244171264777994240
206,,fake,1244166778378506240
206,,fake,1244148237692477442
206,,fake,1244146439246102528
206,,fake,1244121189670412288
206,,fake,1244117129663660032
206,,fake,1244115615758970880
206,,fake,1244099058295132161
206,,fake,1244094829371539459
206,,fake,1244092403126013952
206,,fake,1244091196936318979
206,,fake,1244091010101268480
206,,fake,1244090570370416640
206,,fake,1244088486900228098
206,,fake,1244086880175562757
206,,fake,1244080031074332677
206,,fake,1244079001662042112
206,,fake,1244078126017196033
206,,fake,1244077759241924608
206,,fake,1244073232715505664
206,,fake,1244066545581481984
206,,fake,1244065099687567360
206,,fake,1244058202729263105
206,,fake,1244034998333657088
206,,fake,1244025616858591233
206,,fake,1244018115870109697
206,,fake,1244012917613309953
206,,fake,1244008435303297026
206,,fake,1244008256017752065
206,,fake,1244005596073996288
206,,fake,1244005341643366400
206,,fake,1244001150548021249
206,,fake,1243999525234237440
206,,fake,1243995724943110144
206,,fake,1243992978521239555
206,,fake,1243991258017775616
206,,fake,1243988019691970561
206,,fake,1243984093701906433
206,,fake,1243983797462368256
206,,fake,1243983180274618371
206,,fake,1243982252129898496
206,,fake,1243974561286295552
206,,fake,1243972259368198149
206,,fake,1243965852690665472
206,,fake,1243965791789371392
206,,fake,1243965234089545728
206,,fake,1243959132316528641
206,,fake,1243958147036753921
206,,fake,1243956025159348225
206,,fake,1243955528520339458
206,,fake,1243955093361192961
206,,fake,1243949880428675072
206,,fake,1243949159557840898
206,,fake,1243942387996655617
206,,fake,1243939460678647809
206,,fake,1243931885774016512
206,,fake,1243931678092840961
206,,fake,1243930200863199234
206,,fake,1243930071825551362
206,,fake,1243928036170317824
206,,fake,1243927518349910017
206,,fake,1243921685172142081
206,,fake,1243921323870556166
206,,fake,1243921172259110913
206,,fake,1243918473085976582
206,,fake,1243914951611297794
206,,fake,1243912271278964736
206,,fake,1243912181353041920
206,,fake,1243911813944627202
206,,fake,1243911338830835712
206,,fake,1243910727292903424
206,,fake,1243910099493482497
206,,fake,1243909661922938880
206,,fake,1243906893107601408
206,,fake,1243903295774765056
206,,fake,1243903201759440903
206,,fake,1243900845810421761
206,,fake,1243899428190248963
206,,fake,1243899300548988930
206,,fake,1243899209713156098
206,,fake,1243898933664980992
206,,fake,1243897755556179973
206,,fake,1243897062988681223
206,,fake,1243895865619734529
206,,fake,1243895835227762693
206,,fake,1243895319701618688
206,,fake,1243895318598406148
206,,fake,1243892156085014528
206,,fake,1243891775963455488
206,,fake,1243891542982615040
206,,fake,1243888587919298561
206,,fake,1243884307313090560
206,,fake,1243884041146896389
206,,fake,1243882537920933890
206,,fake,1243882395985559560
206,,fake,1243881781079584768
206,,fake,1243880086094266369
206,,fake,1243879962467278848
206,,fake,1243878016310272000
206,,fake,1243877518136037377
206,,fake,1243876004319412224
206,,fake,1243875842452672512
206,,fake,1243874784623996928
206,,fake,1243873170433740802
206,,fake,1243872105000665093
206,,fake,1243870651007393796
206,,fake,1243868109720571904
206,,fake,1243867936508588032
206,,fake,1243867576184127488
206,,fake,1243867036964524032
206,,fake,1243866717819813888
206,,fake,1243865945950416898
206,,fake,1243864744538365954
206,,fake,1243864070543065088
206,,fake,1243862722166566913
206,,fake,1243858980939554817
206,,fake,1243858963776471044
206,,fake,1243855325670735875
206,,fake,1243855225858867200
206,,fake,1243852318367461377
206,,fake,1243852031368015873
206,,fake,1243850195088969730
206,,fake,1243849372913283072
206,,fake,1243848038730383360
206,,fake,1243847457215148032
206,,fake,1243847074195668992
206,,fake,1243845908124631041
206,,fake,1243843867541213185
206,,fake,1243842644054179840
206,,fake,1243840323740041216
206,,fake,1243840264638210049
206,,fake,1243839966880452608
206,,fake,1243839795878494208
206,,fake,1243838462525976577
206,,fake,1243838368640794625
206,,fake,1243838354254229504
206,,fake,1243837411718651905
206,,fake,1243836679447646208
206,,fake,1243836401357131776
206,,fake,1243834156800299009
206,,fake,1243833332422643712
206,,fake,1243830559454810112
206,,fake,1243830272023334912
206,,fake,1243830225533722631
206,,fake,1243828323760791559
206,,fake,1243827541783150594
206,,fake,1243827071161217024
206,,fake,1243825781924433920
206,,fake,1243824420180750337
206,,fake,1243822128698286080
206,,fake,1243822013421998080
206,,fake,1243821278684835842
206,,fake,1243820680442834950
206,,fake,1243820275998711808
206,,fake,1243819717883768833
206,,fake,1243819077396619264
206,,fake,1243818863898300417
206,,fake,1243817190383423489
206,,fake,1243815267412529153
206,,fake,1243814959462703104
206,,fake,1243814691903664128
206,,fake,1243811916851617792
206,,fake,1243811222488846336
206,,fake,1243809858438258688
206,,fake,1243809085000163328
206,,fake,1243807868782104578
206,,fake,1243807685511806976
206,,fake,1243807159390842881
206,,fake,1243806716107653122
206,,fake,1243806686290137088
206,,fake,1243806184223596544
206,,fake,1243805341193850880
206,,fake,1243802758286901248
206,,fake,1243802578715963392
206,,fake,1243800525784502272
206,,fake,1243800189598453762
206,,fake,1243798518357245952
206,,fake,1243794355762020352
206,,fake,1243793809000955905
206,,fake,1243792026942005249
206,,fake,1243790975769513984
206,,fake,1243789958986338305
206,,fake,1243789130619695104
206,,fake,1243789022150844416
206,,fake,1243788850847043586
206,,fake,1243787774261690368
206,,fake,1243786866677010433
206,,fake,1243786440158265345
206,,fake,1243784413109841920
206,,fake,1243783532549271552
206,,fake,1243783324784635904
206,,fake,1243782750584238080
206,,fake,1243778709468913664
206,,fake,1243776240676270086
206,,fake,1243775999772200961
206,,fake,1243775835384897537
206,,fake,1243775138052501505
206,,fake,1243773793685794818
206,,fake,1243773294442164224
206,,fake,1243772917533433856
206,,fake,1243772248646811648
206,,fake,1243772073182253057
206,,fake,1243771998699843584
206,,fake,1243769529898946560
206,,fake,1243769274688135170
206,,fake,1243768756825927680
206,,fake,1243768604165672960
206,,fake,1243768266817859585
206,,fake,1243768005097553926
206,,fake,1243767916450861056
206,,fake,1243767891608186881
206,,fake,1243767831449063426
206,,fake,1243767660430520320
206,,fake,1243766682159480832
206,,fake,1243766587779244032
206,,fake,1243766443776167937
206,,fake,1243765966284226560
206,,fake,1243765076441485316
206,,fake,1243764964080242688
206,,fake,1243764722232479745
206,,fake,1243764228739063808
206,,fake,1243764183784554496
206,,fake,1243764120043700224
206,,fake,1243763769345323008
206,,fake,1243763686604341248
206,,fake,1243763408299626496
206,,fake,1243762860120879104
206,,fake,1243762782828244992
206,,fake,1243762243067510784
206,,fake,1243762154618138624
206,,fake,1243762134980280321
206,,fake,1243761580392607745
206,,fake,1243761238821064704
206,,fake,1243760286034616320
206,,fake,1243760100214358018
206,,fake,1243759823797096448
206,,fake,1243759569433554944
206,,fake,1243759382849916934
206,,fake,1243759015181438978
206,,fake,1243758589161791491
206,,fake,1243757822027780096
206,,fake,1243757632625786880
206,,fake,1243756472523087875
206,,fake,1243755769809342464
206,,fake,1243755742366035968
206,,fake,1243755494642028545
206,,fake,1243755188961202178
206,,fake,1243754732717391872
206,,fake,1243754591637757952
206,,fake,1243754554690170881
206,,fake,1243754521987125249
206,,fake,1243754410489958400
206,,fake,1243754170416427008
206,,fake,1243753705263919107
206,,fake,1243753525273702402
206,,fake,1243753259178668032
206,,fake,1243752845993603077
206,,fake,1243752788728799235
206,,fake,1243752215782670337
206,,fake,1243751776555171840
206,,fake,1243751426507014144
206,,fake,1243750828894072832
206,,fake,1243750508810002433
206,,fake,1243750418548752384
206,,fake,1243750079900475394
206,,fake,1243749887524528128
206,,fake,1243749865479213056
206,,fake,1243749713385369601
206,,fake,1243749698222977025
206,,fake,1243749654564503553
206,,fake,1243749612730462208
206,,fake,1243749536431878150
206,,fake,1243749496233824256
206,,fake,1243749423986831360
206,,fake,1243748926169047041
206,,fake,1243748460622254081
206,,fake,1243748372445450241
206,,fake,1243747690086838272
206,,fake,1243747668259737600
206,,fake,1243747557412462592
206,,fake,1243747107615305729
206,,fake,1243746974458773504
206,,fake,1243746707248230402
206,,fake,1243746521784311809
206,,fake,1243746258734338049
206,,fake,1243746209585451008
206,,fake,1243746098138632194
206,,fake,1243746049367453696
206,,fake,1243745875157028868
206,,fake,1243745839895412736
206,,fake,1243745675034030081
206,,fake,1243745353452544000
206,,fake,1243745317578629121
206,,fake,1243745316827844608
206,,fake,1243745144005787650
206,,fake,1243744784453234688
206,,fake,1243744697178341378
206,,fake,1243744663887962112
206,,fake,1243744638030073856
206,,fake,1243744560263520256
206,,fake,1243744181132001281
206,,fake,1243743941515567106
206,,fake,1243743034958680066
206,,fake,1243743031758487553
206,,fake,1243742898614484993
206,,fake,1243742868365119489
206,,fake,1243742531923386369
206,,fake,1243742392844337152
206,,fake,1243741967449591808
206,,fake,1243741453437657088
206,,fake,1243741451135016961
206,,fake,1243741403009687552
206,,fake,1243741385746001920
206,,fake,1243741038566494209
206,,fake,1243741006769479682
206,,fake,1243740856470798337
206,,fake,1243740432732794882
206,,fake,1243740086006476800
206,,fake,1243739611161137153
206,,fake,1243739217823518720
206,,fake,1243738756051546112
206,,fake,1243738520822431745
206,,fake,1243738406779305984
206,,fake,1243738172544049152
206,,fake,1243737354184998917
206,,fake,1243737350900822016
206,,fake,1243737171258793985
206,,fake,1243737151054868481
206,,fake,1243737024189751296
206,,fake,1243736766852599809
206,,fake,1243736664494813184
206,,fake,1243736653304410114
206,,fake,1243736355034652672
206,,fake,1243736303834783744
206,,fake,1243735978914635776
206,,fake,1243735840355790849
206,,fake,1243735594590593030
206,,fake,1243735115248701441
206,,fake,1243734655955636224
206,,fake,1243734414925762560
206,,fake,1243733859327500288
206,,fake,1243733423211995138
206,,fake,1243733353712570370
206,,fake,1243733274175975424
206,,fake,1243733045330534402
206,,fake,1243732969040171008
206,,fake,1243732402586845184
206,,fake,1243732391065083904
206,,fake,1243732294084571137
206,,fake,1243732287587586048
206,,fake,1243732023228772352
206,,fake,1243731812997718017
206,,fake,1243731706139381761
206,,fake,1243731617522180096
206,,fake,1243731562048434176
206,,fake,1243731539512328192
206,,fake,1243731473552691200
206,,fake,1243731316287377408
206,,fake,1243731128407576576
206,,fake,1243730841563324417
206,,fake,1243730538101379077
206,,fake,1243730286749220864
206,,fake,1243729966316933120
206,,fake,1243729948973490176
206,,fake,1243729762054483979
206,,fake,1243729653749211141
206,,fake,1243729528851017728
206,,fake,1243729165766938624
206,,fake,1243728635900694528
206,,fake,1243728523325509633
206,,fake,1243728403536232451
206,,fake,1243727885011222529
206,,fake,1243727612939096064
206,,fake,1243727369036316673
206,,fake,1243727230393397250
206,,fake,1243727155042734083
206,,fake,1243727068421971968
206,,fake,1243726945105436672
206,,fake,1243726931889029121
206,,fake,1243726871658778624
206,,fake,1243726628393340928
206,,fake,1243726543643455491
206,,fake,1243726476043628544
206,,fake,1243726322435862530
206,,fake,1243726025235681281
206,,fake,1243725100798500864
206,,fake,1243724925598400512
206,,fake,1243724896783470592
206,,fake,1243724709767917568
206,,fake,1243724126017093633
206,,fake,1243723904318758913
206,,fake,1243723744318652418
206,,fake,1243723289995821056
206,,fake,1243723119866662912
206,,fake,1243723117035282432
206,,fake,1243723061213433863
206,,fake,1243722870217465857
206,,fake,1243722832401453056
206,,fake,1243722536002768898
206,,fake,1243722357346205696
206,,fake,1243722233513533440
206,,fake,1243722097999790081
206,,fake,1243722071445667840
206,,fake,1243721865752752128
206,,fake,1243721685888450561
206,,fake,1243721650958450689
206,,fake,1243721573720154112
206,,fake,1243721473585336320
206,,fake,1243721452085334016
206,,fake,1243721289908383744
206,,fake,1243721233796976640
206,,fake,1243721087684247553
206,,fake,1243720714827395072
206,,fake,1243720620900147201
206,,fake,1243720396857368578
206,,fake,1243720328448077827
206,,fake,1243720270017224715
206,,fake,1243720253382602754
206,,fake,1243720215201861632
206,,fake,1243720194968530945
206,,fake,1243719900276776960
206,,fake,1243719864587436037
206,,fake,1243719789064990721
206,,fake,1243719760593879040
206,,fake,1243719740016562176
206,,fake,1243719701894582272
206,,fake,1243719516778934272
206,,fake,1243719449670279170
206,,fake,1243719284477407232
206,,fake,1243719277925920768
206,,fake,1243719091594002432
206,,fake,1243719017560518656
206,,fake,1243718992998453248
206,,fake,1243718957267329026
206,,fake,1243718855387643910
206,,fake,1243718699523031040
206,,fake,1243718650403516416
206,,fake,1243718617117552641
206,,fake,1243718598826360833
206,,fake,1243718549509525504
206,,fake,1243718500729962496
206,,fake,1243718342495485953
206,,fake,1243717836226195457
206,,fake,1243717795767939073
206,,fake,1243717717107961857
206,,fake,1243717565341261825
206,,fake,1243717445765844993
206,,fake,1243717416766640131
206,,fake,1243717388433932289
206,,fake,1243717314786164736
206,,fake,1243717130450653184
206,,fake,1243716962015944705
206,,fake,1243716883347460096
206,,fake,1243716705395736577
206,,fake,1243716646100848641
206,,fake,1243716642288177152
206,,fake,1243716589934891008
206,,fake,1243716488625700864
206,,fake,1243716326087987200
206,,fake,1243716228633341954
206,,fake,1243716191220142080
206,,fake,1243716108831428608
206,,fake,1243715913423024128
206,,fake,1243715753464852480
206,,fake,1243715704487985152
206,,fake,1243715663216041984
206,,fake,1243715426980249600
206,,fake,1243715402779238400
206,,fake,1243715216459825155
206,,fake,1243715175712096256
206,,fake,1243715138655404032
206,,fake,1243715124889899009
206,,fake,1243714543882133509
206,,fake,1243714337992110082
206,,fake,1243714320271323136
