real_or_fake,date,claim_id,tweet_id
fake,,100004,1236627992459304961
fake,,100004,1236627995420475392
fake,,100004,1236627997685362689
fake,,100005,1241576326680555520
fake,,100005,1241578498252132352
fake,,100005,1241582942431744000
fake,,100005,1241583622466859010
fake,,100005,1224095779901460480
fake,,100005,1226131146582433794
fake,,100005,1242958694108639232
fake,,100005,1242958694976913408
fake,,100005,1242958698684669952
fake,,100005,1242958699624148992
fake,,100005,1242958700588851201
fake,,100005,1242958701532594179
fake,,100005,1242958702556016640
fake,,100005,1242958703436824576
fake,,100005,1242958704556687360
fake,,100005,1242958705647169536
fake,,100007,1244274875352485889
fake,,100007,1244275854575722496
fake,,100007,1244286792204877824
fake,,100007,1244239041647656960
fake,,100007,1244266056220196864
fake,,100007,1244310586516590592
fake,,100007,1245801976845172736
fake,,100007,1246408854063198208
fake,,100007,1242958694108639232
fake,,100007,1242958697606733824
fake,,100007,1242958698684669952
fake,,100007,1242958700588851201
fake,,100007,1242958701532594179
fake,,100007,1242958702556016640
fake,,100007,1242958703436824576
fake,,100007,1242958704556687360
fake,,100007,1242958705647169536
fake,,100007,1242474839966765056
fake,,100007,1242474843137703938
fake,,100007,1236627980086108161
fake,,100007,1236627986717323264
fake,,100007,1236627989036781569
fake,,100007,1236627992459304961
fake,,100007,1236627995420475392
fake,,100007,1236627997685362689
fake,,100008,1242958694108639232
fake,,100008,1242958694976913408
fake,,100008,1242958697606733824
fake,,100008,1242958698684669952
fake,,100008,1242958699624148992
fake,,100008,1242958701532594179
fake,,100008,1242958702556016640
fake,,100008,1242958703436824576
fake,,100008,1242958704556687360
fake,,100008,1242958705647169536
fake,,100011,1245348732260024320
fake,,100011,1245371520463101953
fake,,100011,1245354344070942721
fake,,100012,1242958694976913408
fake,,100012,1242958695933169665
fake,,100012,1242958698684669952
fake,,100012,1242958699624148992
fake,,100012,1242958700588851201
fake,,100012,1242958701532594179
fake,,100012,1242958703436824576
fake,,100012,1242958704556687360
fake,,100012,1242958705647169536
fake,,100012,1243066857432596481
fake,,100012,1243067532962975745
fake,,100012,1248701163400241155
fake,,100012,1248734770374348801
fake,,100012,1248735684329906177
fake,,100013,1242958695933169665
fake,,100013,1242958696780455936
fake,,100013,1242958697606733824
fake,,100013,1242958698684669952
fake,,100013,1242958699624148992
fake,,100013,1242958700588851201
fake,,100013,1242958701532594179
fake,,100013,1242958702556016640
fake,,100013,1242958704556687360
fake,,100013,1242958705647169536
fake,,100015,1236627980086108161
fake,,100015,1236627984683020288
fake,,100015,1236627989036781569
fake,,100015,1236627992459304961
fake,,100015,1236627995420475392
fake,,100015,1236627997685362689
fake,,100019,1236627980086108161
fake,,100019,1236627984683020288
fake,,100019,1236627986717323264
fake,,100019,1236627992459304961
fake,,100019,1236627995420475392
fake,,100019,1236627997685362689
fake,,100022,1251517136003952648
fake,,100022,1251517136968626177
fake,,100022,1251517138969300994
fake,,100022,1240234698053431305
fake,,100022,1240235078887837699
fake,,100022,1240242272324571136
fake,,100022,1240245128444461058
fake,,100027,1278469567879286787
fake,,100027,1278288508961128448
fake,,100027,1276935297184530437
fake,,100027,1275873132146982913
fake,,100027,1275165506492747778
fake,,100027,1271261017918472192
fake,,100027,1270724155063717890
fake,,100027,1270098021305339907
fake,,100027,1270067822454923273
fake,,100027,1270022523992842242
fake,,100027,1269957159724265472
fake,,100027,1269909666261172225
fake,,100027,1269908579215183874
fake,,100027,1269828896104632320
fake,,100027,1269491695772729344
fake,,100027,1269426706592473088
fake,,100027,1269400562392428544
fake,,100027,1269373563343122434
fake,,100027,1269253008287772674
fake,,100027,1269190407994343425
fake,,100027,1269168725036601344
fake,,100027,1268949236848062464
fake,,100027,1263381816091848704
fake,,100027,1262805868447518727
fake,,100027,1260104460526915584
fake,,100027,1257613718696931328
fake,,100027,1257611517417205761
fake,,100027,1271261272638541824
fake,,100027,1269966211082747904
fake,,100027,1269966211082747904
real,,100338,1300479046636179456
real,,100338,1300401882066825217
real,,100338,1298960028897079297
real,,100338,1298843581596262401
real,,100338,1298802468730667008
real,,100338,1298551702061228033
real,,100338,1298371227002830857
real,,100338,1297962523413614593
real,,100338,1297917853643964417
real,,100338,1297847142351085568
real,,100338,1297422320580153345
real,,100338,1296743182592548864
real,,100338,1295623638457159680
real,,100338,1295534320568774658
real,,100338,1293347601501184001
real,,100338,1293331007333175298
real,,100338,1293221130971385859
real,,100338,1292816631652069377
real,,100338,1292176685685772288
real,,100338,1292119263059283968
real,,100338,1291810681537339392
real,,100338,1291765993539276800
real,,100338,1291681852579872768
real,,100338,1291555312202391554
real,,100338,1291406777045733378
real,,100338,1290694486364786689
real,,100338,1290264687989252097
real,,100338,1288957347545731079
real,,100338,1288634092918054913
real,,100338,1288579177063604224
real,,100338,1288283175878373377
real,,100338,1287746127660376065
real,,100338,1286911611622559744
real,,100338,1286753722056544257
real,,100338,1286413096777637890
real,,100338,1286316624191135745
real,,100338,1285601602452299776
real,,100338,1285579308052779014
real,,100338,1285182080343842817
real,,100338,1284904510251507714
real,,100338,1284657072915677184
real,,100338,1284551729493823498
real,,100338,1284258818021642241
real,,100338,1283997783960117248
real,,100338,1283743289565478914
real,,100338,1283449237515239425
real,,100338,1283224234635022341
real,,100338,1283028776956329985
real,,100338,1282684417958391808
real,,100338,1282664471014420482
real,,100338,1281895001371410434
real,,100338,1281431797260341249
real,,100338,1281409719308103682
real,,100338,1281008871516131329
real,,100338,1281000710268686336
real,,100338,1280861762385035264
real,,100338,1280842792823029762
real,,100338,1280617357736624129
real,,100348,1299161972231950338
real,,100348,1298790245505421312
real,,100348,1298448557255659522
real,,100348,1297927619850186752
real,,100348,1297882254325223425
real,,100348,1297530526388060165
real,,100348,1296412963994247169
real,,100348,1295757162996801537
real,,100348,1295298892280614912
real,,100348,1295027898257035266
real,,100348,1294767688858779653
real,,100348,1294717980966887425
real,,100348,1294704713498267649
real,,100348,1294356461456326657
real,,100348,1294348432090394624
real,,100348,1294331747367190528
real,,100348,1294024101858652160
real,,100348,1293999208245190656
real,,100348,1293452948815646720
real,,100348,1293209001719627776
real,,100348,1292934128300695553
real,,100348,1292834968994021381
real,,100348,1292783181842849792
real,,100348,1292647250032603141
real,,100348,1292126285083353089
real,,100348,1292012135061561345
real,,100348,1291761416924549120
real,,100348,1291114454105505792
real,,100348,1291104242346983425
real,,100348,1291025039219757056
real,,100348,1290919914585260032
real,,100348,1290749995503755270
real,,100348,1290389794607058946
real,,100348,1290323305233297408
real,,100348,1290139367483179008
real,,100348,1289975416397025280
real,,100348,1289411255904526337
real,,100348,1289278994257285121
real,,100348,1289064475103055873
real,,100348,1288943774358474757
real,,100348,1288676070829379585
real,,100348,1288657575928459264
real,,100348,1288521130333089792
real,,100348,1288202566703120386
real,,100348,1287851699827343361
real,,100348,1287686145568944128
real,,100348,1287166538798243843
real,,100348,1287081677538447360
real,,100348,1286805064632344576
real,,100348,1286752864702889984
real,,100348,1286678580311752704
real,,100348,1286523389239152640
real,,100348,1286346356060237827
real,,100348,1286341419003764737
real,,100348,1286233481291403264
real,,100348,1285894551849144321
real,,100348,1285229601434763266
real,,100348,1285104426940760064
real,,100348,1284870062449602560
real,,100348,1284698180911652870
real,,100348,1284087180428824576
real,,100348,1283449268108394497
real,,100348,1283415976374153217
real,,100348,1283228044082114560
real,,100348,1283188389043245056
real,,100348,1283013338335793153
real,,100348,1282953762131316736
real,,100348,1282771986306015232
real,,100348,1282689781571432450
real,,100348,1282254137493581826
real,,100348,1281770943346401281
real,,100348,1281551610116808705
real,,100348,1281209649547501569
real,,100348,1280981586142347264
real,,100348,1280940857428971522
real,,100348,1280671266232565760
real,,100348,1280578758185938944
real,,100348,1280527133509468160
real,,100348,1280233264578465792
real,,100348,1280213664344281088
real,,100348,1280028110075899904
real,,100348,1279711215011483648
real,,100348,1279389796629176320
real,,100348,1278630912696123392
real,,100348,1278497849660112896
real,,100349,1298385638236930049
real,,100349,1298297936414154759
real,,100349,1296230829874483200
real,,100349,1293912540238368769
real,,100349,1291515249988898816
real,,100349,1291322759532785665
real,,100349,1287931708004880385
real,,100349,1287732650321551361
real,,100349,1278731221938458625
real,,100349,1278488467815591936
real,,100415,1300083610356264961
real,,100415,1300023757021622280
real,,100415,1298258957924888585
real,,100415,1297267503589072896
real,,100415,1297229977893531649
real,,100415,1297229812503736320
real,,100415,1296654807273336835
real,,100415,1296490130040139778
real,,100415,1296385181239083009
real,,100415,1295893584252678150
real,,100415,1294327018574827525
real,,100415,1294179713129357312
real,,100415,1293429399661019136
real,,100415,1293046604677746689
real,,100415,1292858842842304515
real,,100415,1292366536020127745
real,,100415,1291957416247136256
real,,100415,1291839928112996355
real,,100415,1291573953882988545
real,,100415,1290618194554769410
real,,100415,1289994004797493251
real,,100415,1289649547858206720
real,,100415,1287896051236638720
real,,100415,1287308595894325250
real,,100415,1287233183579283458
real,,100415,1286321559158820868
real,,100415,1284607755886579712
real,,100415,1284250386493210624
real,,100415,1283839559827107841
real,,100415,1283685525182836739
real,,100415,1283545792465326080
real,,100415,1283396590087008258
real,,100415,1283395460468805633
real,,100415,1282478153907048448
real,,100415,1281960761460273153
real,,100415,1281501558551777280
real,,100415,1281196416862490625
real,,100415,1280646149855047680
real,,100415,1280114448775118848
real,,100415,1280066413554593792
real,,100415,1280041633954717697
real,,100415,1279892046493474817
real,,100415,1279388674925477889
real,,100415,1279206547202035712
real,,100415,1278793093018456067
real,,100415,1278156502428073984
real,,100427,1300539925993943040
real,,100427,1298629447504076802
real,,100427,1298082533091848192
real,,100427,1297938723372437504
real,,100427,1296772538001842178
real,,100427,1296470870773432324
real,,100427,1296179404859756546
real,,100427,1296175144323424256
real,,100427,1295883690577408004
real,,100427,1295756916350750724
real,,100427,1294758817813729286
real,,100427,1293838883432538112
real,,100427,1293577797257113600
real,,100427,1293325043150266369
real,,100427,1292987426445709317
real,,100427,1292875049523978245
real,,100427,1291172504061476865
real,,100427,1290989913001820160
real,,100427,1289017356748853248
real,,100427,1288895725108187136
real,,100427,1288298771760263170
real,,100427,1288166351408898049
real,,100427,1287207694340775936
real,,100427,1286734118135496706
real,,100427,1286455394873806849
real,,100427,1285706719377666050
real,,100427,1284068376650883073
real,,100427,1283575250806951938
real,,100427,1283460591437279232
real,,100427,1282381832168845312
real,,100427,1282261820036743168
real,,100427,1281846003872796673
real,,100427,1281401342200881153
real,,100427,1281316366914596865
real,,100427,1280939855162363904
real,,100427,1280545171202084864
real,,100427,1280518973080121344
real,,100437,1300539925993943040
real,,100437,1298629447504076802
real,,100437,1298082533091848192
real,,100437,1297938723372437504
real,,100437,1296772538001842178
real,,100437,1296470870773432324
real,,100437,1296179404859756546
real,,100437,1296175144323424256
real,,100437,1295883690577408004
real,,100437,1295756916350750724
real,,100437,1294758817813729286
real,,100437,1293838883432538112
real,,100437,1293577797257113600
real,,100437,1293325043150266369
real,,100437,1292987426445709317
real,,100437,1292875049523978245
real,,100437,1291172504061476865
real,,100437,1290989913001820160
real,,100437,1289017356748853248
real,,100437,1288895725108187136
real,,100437,1288298771760263170
real,,100437,1288166351408898049
real,,100437,1287207694340775936
real,,100437,1286734118135496706
real,,100437,1286455394873806849
real,,100437,1285706719377666050
real,,100437,1284068376650883073
real,,100437,1283575250806951938
real,,100437,1283460591437279232
real,,100437,1282381832168845312
real,,100437,1282261820036743168
real,,100437,1281846003872796673
real,,100437,1281401342200881153
real,,100437,1281316366914596865
real,,100437,1280939855162363904
real,,100437,1280545171202084864
real,,100437,1280518973080121344
real,,100338,1297964594602942465
real,,100338,1297963791544721408
real,,100338,1297964139047006209
real,,100338,1298280220873695233
real,,100338,1297964483961335808
real,,100338,1297965404153950208
real,,100338,1297968085991862273
real,,100338,1297972902076260352
real,,100338,1297981348381171713
real,,100338,1297984118303731714
real,,100338,1297989824583016448
real,,100338,1297996125887172609
real,,100338,1298003110284189696
real,,100338,1298008102122532864
real,,100338,1298015416481206275
real,,100338,1298016497890201605
real,,100338,1298021588391124992
real,,100338,1298057389929828353
real,,100338,1298165248025923584
real,,100338,1298147935709011968
real,,100338,1298148811525820423
real,,100338,1298149737682608128
real,,100338,1298016497890201605
real,,100338,1298021588391124992
real,,100338,1298057389929828353
real,,100338,1298165248025923584
real,,100338,1298147935709011968
real,,100338,1298148811525820423
real,,100338,1298149737682608128
real,,100338,1298151063216951296
real,,100338,1298164621954752512
real,,100338,1298169899530027008
real,,100338,1298211045140574208
real,,100338,1298233882148581378
real,,100338,1297966961855533058
real,,100338,1297968672137515010
real,,100338,1298003310578929665
real,,100338,1298003798187745287
real,,100338,1298024286729510913
real,,100338,1298028150241275908
real,,100338,1298142596083126273
real,,100338,1298164562995355649
real,,100338,1298167705774649345
real,,100338,1297968672137515010
real,,100338,1298003310578929665
real,,100338,1298003798187745287
real,,100338,1298024286729510913
real,,100338,1298028150241275908
real,,100338,1298142596083126273
real,,100338,1298164562995355649
real,,100338,1298167705774649345
real,,100338,1298182763334512640
real,,100338,1297968672137515010
real,,100338,1298164562995355649
real,,100338,1298167705774649345
real,,100338,1298182763334512640
real,,100338,1298196104564092931
real,,100338,1300405589839884289
real,,100338,1300410430381318146
real,,100338,1300420339248361473
real,,100338,1300419204278038529
real,,100338,1300429445963096065
real,,100338,1300438130076643330
real,,100338,1300439613241274369
real,,100338,1300445062053212161
real,,100338,1300446715938590722
real,,100338,1300405589839884289
real,,100338,1300410430381318146
real,,100338,1300420339248361473
real,,100338,1300419204278038529
real,,100338,1300429445963096065
real,,100338,1300438130076643330
real,,100338,1300439613241274369
real,,100338,1300445062053212161
real,,100338,1300446715938590722
real,,100338,1300446688772067334
real,,100338,1300449644669960194
real,,100338,1300453439663636480
real,,100338,1300449800505176064
real,,100338,1300564966643240960
real,,100338,1300684077318778881
real,,100338,1285862265485434880
real,,100338,1285826824073883648
real,,100338,1285860736976261122
real,,100338,1285863686217891840
real,,100338,1285864796999553024
real,,100338,1285865773370691585
real,,100338,1285867426324852736
real,,100338,1285862265485434880
real,,100338,1285826824073883648
real,,100338,1285860736976261122
real,,100338,1285863686217891840
real,,100338,1285864796999553024
real,,100338,1285865773370691585
real,,100338,1285867426324852736
real,,100338,1285813864186224640
real,,100338,1285862265485434880
real,,100338,1285826824073883648
real,,100338,1285860736976261122
real,,100338,1285863686217891840
real,,100338,1285864796999553024
real,,100338,1285865773370691585
real,,100338,1285867426324852736
real,,100338,1285813864186224640
real,,100338,1283743927552536577
real,,100338,1283744702987214848
real,,100338,1283748171831705600
real,,100338,1283759438546046977
real,,100338,1283911217963315200
real,,100338,1283744416440684546
real,,100338,1283743927552536577
real,,100338,1283744702987214848
real,,100338,1283748171831705600
real,,100338,1283759438546046977
real,,100338,1283911217963315200
real,,100338,1297847144578199552
real,,100338,1297852592496746497
real,,100338,1298077038998429698
real,,100338,1295624335504408580
real,,100338,1295624999424974848
real,,100338,1295628652588212224
real,,100338,1295635199909343232
real,,100338,1295656276404383744
real,,100338,1295638009384071168
real,,100338,1295638175277293568
real,,100338,1295624335504408580
real,,100338,1295624999424974848
real,,100338,1295628652588212224
real,,100338,1295635199909343232
real,,100338,1295656276404383744
real,,100338,1295638009384071168
real,,100338,1295638175277293568
real,,100338,1291795875707191298
real,,100338,1291786416649900032
real,,100338,1291904972976783360
real,,100338,1298628750104506369
real,,100338,1290696087905304580
real,,100338,1290697123659280385
real,,100338,1290696128070062081
real,,100338,1296744426228899843
real,,100338,1295534879560491016
real,,100338,1293352930968576001
real,,100338,1293353804998483968
real,,100338,1293221617837813760
real,,100338,1293222622549827584
real,,100338,1293224077323190272
real,,100338,1292177587670745089
real,,100338,1291555743402020870
real,,100338,1291556319825207296
real,,100338,1291556631319318528
real,,100338,1290269983113531397
real,,100338,1287793460691386368
real,,100338,1287870251405737984
real,,100338,1286316625134854152
real,,100338,1285579381528649729
real,,100338,1284557175956758534
real,,100338,1284557359054905344
real,,100338,1282665764118335488
real,,100338,1280876184801349635
real,,100348,1284087528308592640
real,,100348,1284087559296028672
real,,100348,1284087760123564034
real,,100348,1284088003992969219
real,,100348,1284088515739910146
real,,100348,1284088799052668928
real,,100348,1284088302610657282
real,,100348,1284088593846329346
real,,100348,1284103880159170567
real,,100348,1284089314335510529
real,,100348,1284090190617882625
real,,100348,1284090355101704193
real,,100348,1284091342122082305
real,,100348,1284091408714956800
real,,100348,1284091419355942914
real,,100348,1284092462898778113
real,,100348,1284093345523007489
real,,100348,1284094164674793475
real,,100348,1284094401032192000
real,,100348,1284095308763467777
real,,100348,1284098279312162816
real,,100348,1284103005688811525
real,,100348,1284103844713172992
real,,100348,1284106695313104896
real,,100348,1284107373389512704
real,,100348,1284088593846329346
real,,100348,1284103005688811525
real,,100348,1284103844713172992
real,,100348,1284106695313104896
real,,100348,1284107373389512704
real,,100348,1284111371018342402
real,,100348,1284111499313717250
real,,100348,1284112404327038977
real,,100348,1284115954096537602
real,,100348,1284127858768609281
real,,100348,1284154130605510656
real,,100348,1284192646454489089
real,,100348,1284197427902402566
real,,100348,1284198080548687872
real,,100348,1284111499313717250
real,,100348,1284112404327038977
real,,100348,1284115954096537602
real,,100348,1284127858768609281
real,,100348,1284154130605510656
real,,100348,1284192646454489089
real,,100348,1284197427902402566
real,,100348,1284198080548687872
real,,100348,1284210721509777409
real,,100348,1284245620530843649
real,,100348,1284285842249396225
real,,100348,1284387700154470400
real,,100348,1284571651842203648
real,,100348,1284088411549241344
real,,100348,1284111499313717250
real,,100348,1284112404327038977
real,,100348,1284115954096537602
real,,100348,1284127858768609281
real,,100348,1284154130605510656
real,,100348,1284192646454489089
real,,100348,1284197427902402566
real,,100348,1284198080548687872
real,,100348,1284210721509777409
real,,100348,1284245620530843649
real,,100348,1284285842249396225
real,,100348,1284387700154470400
real,,100348,1284571651842203648
real,,100348,1284088411549241344
real,,100348,1295305507561967616
real,,100348,1295306098472255489
real,,100348,1295309379277852673
real,,100348,1295309441060012032
real,,100348,1295311311644037122
real,,100348,1295311440279109632
real,,100348,1295320698429333504
real,,100348,1295311633661800449
real,,100348,1295370241862754304
real,,100348,1295320698429333504
real,,100348,1295311633661800449
real,,100348,1295370241862754304
real,,100348,1295313671867039746
real,,100348,1295314766618132480
real,,100348,1295314974601097217
real,,100348,1295322034608709632
real,,100348,1295321513437073415
real,,100348,1295322440684523520
real,,100348,1295326415655768066
real,,100348,1295323455219470337
real,,100348,1295329141907169280
real,,100348,1295320698429333504
real,,100348,1295323455219470337
real,,100348,1295329141907169280
real,,100348,1295331324153167872
real,,100348,1295332239945990145
real,,100348,1295387532788674561
real,,100348,1295335434336206849
real,,100348,1295335821415985154
real,,100348,1295342788943523841
real,,100348,1295362885829513216
real,,100348,1295366390275284994
real,,100348,1295373101841223680
real,,100348,1295371462719807491
real,,100348,1295376799837433856
real,,100348,1295396272476688389
real,,100348,1295415344094478336
real,,100348,1295429747422494727
real,,100348,1295436287588040704
real,,100348,1295469277911420929
real,,100348,1295499699030548490
real,,100348,1295500453174751243
real,,100348,1295504022510669827
real,,100348,1295675807462043648
real,,100348,1296067238739546112
real,,100348,1295410562093002753
real,,100348,1295655962095898624
real,,100348,1295376799837433856
real,,100348,1295415344094478336
real,,100348,1295429747422494727
real,,100348,1295436287588040704
real,,100348,1295469277911420929
real,,100348,1295499699030548490
real,,100348,1295500453174751243
real,,100348,1295504022510669827
real,,100348,1295675807462043648
real,,100348,1296067238739546112
real,,100348,1295410562093002753
real,,100348,1295655962095898624
real,,100348,1287693064970989568
real,,100348,1287694428652490752
real,,100348,1287707233690632193
real,,100348,1287742922989776901
real,,100348,1287873310986891265
real,,100348,1287870200243658754
real,,100348,1287873558010458119
real,,100348,1287881429565636609
real,,100348,1287883529519390720
real,,100348,1287942567590416384
real,,100348,1287949048708608000
real,,100348,1287955125613375488
real,,100348,1287995209742036993
real,,100348,1293657394916933632
real,,100348,1287693064970989568
real,,100348,1287694428652490752
real,,100348,1287707233690632193
real,,100348,1287742922989776901
real,,100348,1287873310986891265
real,,100348,1287870200243658754
real,,100348,1287873558010458119
real,,100348,1287881429565636609
real,,100348,1287883529519390720
real,,100348,1287942567590416384
real,,100348,1287949048708608000
real,,100348,1287955125613375488
real,,100348,1287995209742036993
real,,100348,1293657394916933632
real,,100348,1287719876128210950
real,,100348,1287746442417729537
real,,100348,1287731850190835712
real,,100348,1287735071600816128
real,,100348,1287777578065920000
real,,100348,1287872664833413120
real,,100348,1287873253801750528
real,,100348,1287874004900962306
real,,100348,1287876640073121793
real,,100348,1287895659824082947
real,,100348,1287896360776134656
real,,100348,1287693064970989568
real,,100348,1287746442417729537
real,,100348,1287731850190835712
real,,100348,1287735071600816128
real,,100348,1287777578065920000
real,,100348,1287872664833413120
real,,100348,1287873253801750528
real,,100348,1287874004900962306
real,,100348,1287876640073121793
real,,100348,1287895659824082947
real,,100348,1287896360776134656
real,,100348,1287746442417729537
real,,100348,1287876640073121793
real,,100348,1287895659824082947
real,,100348,1287896360776134656
real,,100348,1287895749716451330
real,,100348,1287909195514183681
real,,100348,1287914054162374656
real,,100348,1287923978854522880
real,,100348,1287929560596541440
real,,100348,1287938682234707968
real,,100348,1293656927260434432
real,,100348,1294204498030649344
real,,100348,1294205278292832256
real,,100348,1282731378858172424
real,,100348,1282689985351753729
real,,100348,1282690648450183168
real,,100348,1282690623519240192
real,,100348,1282691081973436416
real,,100348,1282701868532215809
real,,100348,1282702968991645697
real,,100348,1282701880401985537
real,,100348,1282710026428092416
real,,100348,1282712987812462594
real,,100348,1282701880401985537
real,,100348,1282710026428092416
real,,100348,1282712987812462594
real,,100348,1282723948417949696
real,,100348,1282731260633182208
real,,100348,1282735681513705474
real,,100348,1282735375908306946
real,,100348,1282735746621870080
real,,100348,1282746281346179073
real,,100348,1282748431941812224
real,,100348,1282749384535482370
real,,100348,1282750303377526789
real,,100348,1282769675710078976
real,,100348,1282750303377526789
real,,100348,1282769675710078976
real,,100348,1282810229701443586
real,,100348,1283018454744866816
real,,100348,1283144172032208896
real,,100348,1283423117214351360
real,,100348,1283423817617027073
real,,100348,1284105716710674434
real,,100348,1284106381805654019
real,,100348,1284927645126406145
real,,100348,1284929951926554625
real,,100348,1282750303377526789
real,,100348,1282810229701443586
real,,100348,1283018454744866816
real,,100348,1283144172032208896
real,,100348,1283423117214351360
real,,100348,1283423817617027073
real,,100348,1284105716710674434
real,,100348,1284106381805654019
real,,100348,1284927645126406145
real,,100348,1284929951926554625
real,,100348,1292017928020336640
real,,100348,1292026999930847232
real,,100348,1292031868465012736
real,,100348,1292029550088552448
real,,100348,1292030922481709057
real,,100348,1292031611068915712
real,,100348,1292034676392157185
real,,100348,1292390577884008449
real,,100348,1292040477705986048
real,,100348,1292085586162057217
real,,100348,1292030922481709057
real,,100348,1292031611068915712
real,,100348,1292034676392157185
real,,100348,1292390577884008449
real,,100348,1292040477705986048
real,,100348,1292085586162057217
real,,100348,1292065876779438080
real,,100348,1292075454359191553
real,,100348,1292085995152773121
real,,100348,1292084581185851392
real,,100348,1292028269265551360
real,,100348,1292030922481709057
real,,100348,1292031611068915712
real,,100348,1292034676392157185
real,,100348,1292390577884008449
real,,100348,1292040477705986048
real,,100348,1292085586162057217
real,,100348,1292065876779438080
real,,100348,1292075454359191553
real,,100348,1292085995152773121
real,,100348,1292084581185851392
real,,100348,1292028269265551360
real,,100348,1283189647703568389
real,,100348,1283189712627220481
real,,100348,1283208313199398912
real,,100348,1283209683726036992
real,,100348,1283218663345020928
real,,100348,1283224566081306625
real,,100348,1283300888447082502
real,,100348,1283302901159350272
real,,100348,1283189647703568389
real,,100348,1283209683726036992
real,,100348,1283218663345020928
real,,100348,1283224566081306625
real,,100348,1283300888447082502
real,,100348,1283302901159350272
real,,100348,1283209683726036992
real,,100348,1283218663345020928
real,,100348,1283224566081306625
real,,100348,1283300888447082502
real,,100348,1283302901159350272
real,,100348,1283315146379550721
real,,100348,1283502340633329665
real,,100348,1283547636742512640
real,,100348,1289411452093300737
real,,100348,1289411737570050049
real,,100348,1289411782696505346
real,,100348,1289417517992038400
real,,100348,1289431871793684480
real,,100348,1289428546931154946
real,,100348,1289451583206350848
real,,100348,1289533086745505793
real,,100348,1289658096478904320
real,,100348,1289411452093300737
real,,100348,1289411737570050049
real,,100348,1289411782696505346
real,,100348,1289417517992038400
real,,100348,1289431871793684480
real,,100348,1289428546931154946
real,,100348,1289451583206350848
real,,100348,1289533086745505793
real,,100348,1289658096478904320
real,,100348,1289414485044682754
real,,100348,1289411452093300737
real,,100348,1289411737570050049
real,,100348,1289411782696505346
real,,100348,1289417517992038400
real,,100348,1289431871793684480
real,,100348,1289428546931154946
real,,100348,1289451583206350848
